open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore 
1597932000000,412.39000000,415.56000000,410.66000000,414.63000000,44862.41515000,1597935599999,18533355.37511970,16021,24681.15985000,10196307.67762320,0
1597935600000,414.62000000,416.09000000,412.75000000,415.37000000,48958.30221000,1597939199999,20308499.65181010,20141,21828.51259000,9053471.57041730,0
1597939200000,415.36000000,417.99000000,413.83000000,415.91000000,57111.26981000,1597942799999,23775238.70269150,22716,28179.17003000,11732368.92491750,0
1597942800000,415.86000000,417.27000000,413.61000000,413.71000000,34088.73017000,1597946399999,14160838.95769450,14606,15972.52911000,6637776.06978330,0
1597946400000,413.70000000,416.58000000,413.57000000,416.31000000,30378.08261000,1597949999999,12600504.91386020,15821,14341.79130000,5948991.93887530,0
1597950000000,416.31000000,417.19000000,413.90000000,414.23000000,23934.49298000,1597953599999,9944057.72186580,12098,11365.10628000,4722130.30088690,0
1597953600000,414.24000000,416.99000000,414.16000000,415.81000000,17228.77972000,1597957199999,7163650.49213260,10060,8047.64809000,3345353.35039960,0
1597957200000,415.81000000,418.98000000,415.62000000,416.10000000,23058.51606000,1597960799999,9622188.12666270,12702,12797.69529000,5341038.05504420,0
1597960800000,416.08000000,417.25000000,413.77000000,414.40000000,22223.76933000,1597964399999,9231364.10197060,10439,10206.12992000,4239310.24481670,0
1597964400000,414.43000000,416.79000000,413.77000000,415.94000000,18740.10388000,1597967999999,7786977.06188920,8838,9311.95687000,3869589.32514940,0
1597968000000,415.94000000,418.68000000,414.57000000,415.33000000,26249.34612000,1597971599999,10934634.49600670,13492,12758.03162000,5315310.95170970,0
1597971600000,415.27000000,415.49000000,410.01000000,411.65000000,25815.19093000,1597975199999,10650128.54984360,14131,11516.97742000,4751334.68545580,0
1597975200000,411.64000000,413.32000000,410.02000000,410.59000000,30322.91865000,1597978799999,12481004.15635790,14690,15207.87887000,6259023.13891180,0
1597978800000,410.60000000,416.37000000,409.50000000,415.95000000,31004.69315000,1597982399999,12798204.72515210,19251,14832.42123000,6125224.78550410,0
1597982400000,415.95000000,416.62000000,413.82000000,415.12000000,28659.62584000,1597985999999,11896738.96493500,14105,12283.33084000,5099027.79074660,0
1597986000000,415.12000000,416.14000000,413.34000000,413.95000000,19517.59132000,1597989599999,8096344.13592630,10585,9601.28094000,3982859.36556240,0
1597989600000,413.95000000,414.38000000,412.62000000,413.05000000,18538.20353000,1597993199999,7665902.88368860,9960,9139.62743000,3779381.44461310,0
1597993200000,413.01000000,414.78000000,411.70000000,412.80000000,27150.31263000,1597996799999,11217990.86826120,12365,10768.34367000,4450151.92065090,0
1597996800000,412.81000000,412.81000000,409.13000000,411.55000000,41491.51146000,1598000399999,17053868.40643510,16512,18490.40574000,7601414.31426670,0
1598000400000,411.56000000,412.15000000,408.18000000,408.49000000,22737.35881000,1598003999999,9326600.10872980,11593,9964.35952000,4088302.38772710,0
1598004000000,408.47000000,409.14000000,405.01000000,408.53000000,41006.35709000,1598007599999,16700688.11768840,19858,19278.55594000,7851699.25199090,0
1598007600000,408.53000000,408.98000000,403.93000000,405.33000000,33642.01843000,1598011199999,13676063.46434150,17253,16402.90611000,6669324.20623910,0
1598011200000,405.31000000,407.91000000,399.44000000,406.68000000,76033.11192000,1598014799999,30651676.59887000,33295,37808.83205000,15247286.74372120,0
1598014800000,406.67000000,407.76000000,401.80000000,402.06000000,38304.82829000,1598018399999,15532065.52035910,15643,15714.30803000,6373614.52203470,0
1598018400000,402.07000000,407.07000000,400.88000000,405.22000000,29836.18376000,1598021999999,12063026.24864580,16001,15040.80991000,6082237.95632450,0
1598022000000,405.29000000,407.20000000,403.20000000,404.27000000,21420.36781000,1598025599999,8678186.50033280,12382,10394.59125000,4211194.76631250,0
1598025600000,404.21000000,406.65000000,400.76000000,400.77000000,26821.06387000,1598029199999,10833513.31008870,13594,11531.16808000,4659029.93341180,0
1598029200000,400.77000000,406.70000000,399.00000000,403.00000000,49630.05360000,1598032799999,20006948.30020100,22795,23145.37303000,9337114.64593980,0
1598032800000,403.00000000,403.36000000,394.00000000,397.84000000,63731.58846000,1598036399999,25339480.33009850,27493,26457.16931000,10522495.63167990,0
1598036400000,397.87000000,401.50000000,397.29000000,397.51000000,24169.91780000,1598039999999,9653520.98092350,12518,12570.27308000,5019975.21217540,0
1598040000000,397.57000000,401.50000000,395.00000000,395.04000000,19718.67931000,1598043599999,7857377.16558240,11633,9541.11977000,3802800.75082540,0
1598043600000,395.04000000,396.33000000,385.10000000,388.54000000,83318.03329000,1598047199999,32452258.97713510,37875,33535.10000000,13064568.42167740,0
1598047200000,388.51000000,394.52000000,387.32000000,389.57000000,38949.51859000,1598050799999,15246187.75413090,18603,18202.58561000,7128436.72371660,0
1598050800000,389.57000000,392.24000000,385.11000000,387.97000000,42930.25094000,1598054399999,16643472.88957230,18595,20901.86250000,8105876.94949220,0
1598054400000,387.93000000,388.31000000,380.12000000,381.40000000,77069.17249000,1598057999999,29556399.23600010,34088,35034.02427000,13439716.74985650,0
1598058000000,381.41000000,385.88000000,379.92000000,385.11000000,40796.96032000,1598061599999,15620438.79062570,20091,18153.08895000,6957634.44089670,0
1598061600000,385.10000000,387.31000000,383.54000000,385.13000000,26941.97556000,1598065199999,10388380.54185020,14067,13175.34829000,5080497.76905950,0
1598065200000,385.16000000,386.95000000,383.50000000,385.39000000,24146.45611000,1598068799999,9303735.66294250,11730,12132.60996000,4675691.27258370,0
1598068800000,385.39000000,385.43000000,381.58000000,382.11000000,25205.60243000,1598072399999,9660240.85233380,11816,10798.48068000,4138217.45941790,0
1598072400000,382.12000000,386.30000000,382.12000000,386.07000000,20598.34994000,1598075999999,7929448.48569280,9656,10622.32154000,4088625.47067500,0
1598076000000,386.08000000,392.18000000,386.08000000,392.14000000,36486.44196000,1598079599999,14208860.73293650,18487,20002.64773000,7788403.43015470,0
1598079600000,392.14000000,392.50000000,389.40000000,391.11000000,22355.60226000,1598083199999,8732235.23856100,10604,11437.70037000,4467876.54236020,0
1598083200000,391.10000000,395.29000000,389.75000000,392.43000000,40048.32223000,1598086799999,15718730.18457770,14953,20656.97127000,8113297.68415000,0
1598086800000,392.43000000,392.81000000,390.21000000,392.45000000,20459.87332000,1598090399999,8010844.48524100,9460,10963.97103000,4293199.30126010,0
1598090400000,392.38000000,393.71000000,390.27000000,390.99000000,20963.62507000,1598093999999,8216066.28931080,10270,10824.81068000,4242889.13054240,0
1598094000000,391.00000000,391.46000000,388.20000000,389.97000000,20741.51361000,1598097599999,8075587.90402860,10230,11120.74440000,4329933.09754550,0
1598097600000,390.00000000,393.60000000,390.00000000,391.92000000,31447.55444000,1598101199999,12309828.76308010,12771,13787.66783000,5398742.20060200,0
1598101200000,391.95000000,392.81000000,389.10000000,391.30000000,26423.27764000,1598104799999,10318268.47925560,12542,11341.85248000,4428668.12754440,0
1598104800000,391.29000000,392.86000000,388.60000000,391.60000000,23041.63415000,1598108399999,9003091.80687610,11722,11281.03875000,4407300.94165880,0
1598108400000,391.60000000,393.51000000,390.07000000,390.31000000,27363.31836000,1598111999999,10715953.92357560,11446,14289.59603000,5597680.01395720,0
1598112000000,390.33000000,391.31000000,388.29000000,390.38000000,22295.15155000,1598115599999,8685178.04680890,10755,10954.06159000,4266233.06427470,0
1598115600000,390.39000000,391.44000000,388.51000000,390.87000000,20446.95844000,1598119199999,7971908.89476830,10438,9806.98237000,3823973.80776610,0
1598119200000,390.88000000,391.87000000,390.11000000,390.64000000,21067.58120000,1598122799999,8236992.99262560,9748,11360.40642000,4441740.80810240,0
1598122800000,390.64000000,390.94000000,388.78000000,389.28000000,13066.55163000,1598126399999,5096274.91050120,7335,6507.14889000,2538066.50143280,0
1598126400000,389.29000000,389.63000000,387.33000000,388.97000000,15394.99001000,1598129999999,5977587.70383740,8850,6951.04544000,2699211.38564540,0
1598130000000,388.97000000,393.60000000,388.61000000,393.60000000,16238.13060000,1598133599999,6358633.53137380,9479,8810.57972000,3450831.52859050,0
1598133600000,393.59000000,394.96000000,391.78000000,393.18000000,25104.70728000,1598137199999,9880646.35563020,12316,11657.64969000,4589142.10774830,0
1598137200000,393.18000000,397.04000000,392.29000000,395.24000000,25532.01483000,1598140799999,10094539.58479790,12596,13421.89163000,5306925.58838710,0
1598140800000,395.23000000,396.95000000,392.05000000,393.31000000,30200.21073000,1598144399999,11914166.21568360,13649,13726.03961000,5414570.02029890,0
1598144400000,393.38000000,393.89000000,391.88000000,393.45000000,13400.66936000,1598147999999,5266650.05975430,8426,6520.03680000,2562469.69287860,0
1598148000000,393.50000000,393.80000000,390.58000000,391.00000000,14983.78230000,1598151599999,5872011.29742070,8567,6676.28123000,2616278.28446980,0
1598151600000,391.00000000,391.88000000,388.69000000,389.85000000,23855.88174000,1598155199999,9304164.21376120,9795,12414.54703000,4840624.15502260,0
1598155200000,389.85000000,390.20000000,388.45000000,389.03000000,15014.17652000,1598158799999,5845712.96279300,7940,6596.97653000,2568418.78670340,0
1598158800000,389.02000000,389.64000000,387.35000000,388.95000000,14295.66878000,1598162399999,5552858.54001700,7487,6528.26693000,2535659.25122050,0
1598162400000,388.95000000,392.49000000,388.48000000,391.47000000,15544.05128000,1598165999999,6077113.84314340,8563,7796.13715000,3047990.47195800,0
1598166000000,391.45000000,392.22000000,390.38000000,390.93000000,12118.83615000,1598169599999,4742551.32266590,5392,6351.27662000,2485268.49675580,0
1598169600000,390.94000000,391.33000000,388.65000000,389.08000000,23529.56447000,1598173199999,9164319.21741260,10571,10119.68165000,3940999.94981480,0
1598173200000,389.04000000,390.81000000,388.50000000,389.83000000,13936.99988000,1598176799999,5435921.16924300,6991,7271.32336000,2835774.23195060,0
1598176800000,389.82000000,389.89000000,385.50000000,386.45000000,26279.95452000,1598180399999,10194645.70167170,12108,12657.30805000,4908920.29126000,0
1598180400000,386.46000000,388.26000000,383.15000000,383.92000000,34616.67359000,1598183999999,13351832.32096990,14840,17841.54024000,6881308.58914670,0
1598184000000,383.99000000,387.27000000,383.29000000,387.02000000,22265.03399000,1598187599999,8578089.48163430,10145,11271.59059000,4343232.40781120,0
1598187600000,387.03000000,392.60000000,385.57000000,388.89000000,32538.55643000,1598191199999,12673330.82857300,16099,15219.98014000,5926023.76743630,0
1598191200000,388.88000000,389.95000000,388.04000000,389.69000000,16043.04163000,1598194799999,6239311.44963750,8008,8511.30962000,3309855.18013350,0
1598194800000,389.63000000,392.97000000,389.25000000,392.61000000,20335.04862000,1598198399999,7959243.68358140,9761,10433.12512000,4083531.87891850,0
1598198400000,392.66000000,392.88000000,389.21000000,389.98000000,18245.95545000,1598201999999,7134555.59353550,10268,8100.95120000,3167653.22922600,0
1598202000000,389.98000000,391.23000000,388.84000000,389.92000000,12966.97108000,1598205599999,5059566.78034830,7325,6563.16916000,2560858.92057180,0
1598205600000,389.96000000,392.64000000,389.32000000,391.81000000,14168.66673000,1598209199999,5541141.57116390,7711,7018.09900000,2744425.93047710,0
1598209200000,391.81000000,394.43000000,390.46000000,393.96000000,20147.27709000,1598212799999,7914378.94599010,9402,11361.36311000,4464291.17595620,0
1598212800000,393.96000000,395.25000000,392.61000000,392.85000000,20324.42268000,1598216399999,8015237.61992410,10082,10001.44319000,3945084.76074360,0
1598216400000,392.84000000,393.41000000,391.96000000,393.33000000,8772.02570000,1598219999999,3444700.15759030,6495,4916.82770000,1930972.45511340,0
1598220000000,393.33000000,393.71000000,390.71000000,391.25000000,10779.91661000,1598223599999,4225727.86526380,6458,5053.21542000,1981871.43454450,0
1598223600000,391.24000000,392.84000000,390.35000000,390.71000000,10954.43456000,1598227199999,4292747.19333290,6646,5397.01819000,2115034.64488860,0
1598227200000,390.72000000,391.27000000,387.44000000,389.93000000,22218.20275000,1598230799999,8648060.72057010,10926,10437.57846000,4063586.76244760,0
1598230800000,389.93000000,390.55000000,388.50000000,389.51000000,14977.75326000,1598234399999,5832664.91729210,7631,7301.13723000,2843311.66813470,0
1598234400000,389.50000000,392.61000000,389.41000000,391.18000000,19806.33006000,1598237999999,7749066.84239890,8488,9314.95284000,3644333.82873910,0
1598238000000,391.19000000,393.97000000,390.95000000,393.24000000,23956.69460000,1598241599999,9417609.03031680,11109,11108.51055000,4365910.46428140,0
1598241600000,393.22000000,393.75000000,391.56000000,392.45000000,12811.68056000,1598245199999,5027019.74910300,6833,6804.49453000,2669853.72347680,0
1598245200000,392.47000000,393.00000000,391.64000000,392.52000000,16057.96506000,1598248799999,6300439.53337220,7252,6481.10858000,2542849.87292610,0
1598248800000,392.52000000,396.02000000,391.90000000,396.01000000,50348.34430000,1598252399999,19858106.42188400,14425,31519.90737000,12431407.12973700,0
1598252400000,396.01000000,398.97000000,395.97000000,398.44000000,41336.84889000,1598255999999,16449705.01142600,16801,21657.47447000,8617696.95445930,0
1598256000000,398.48000000,407.59000000,398.43000000,404.75000000,75111.61003000,1598259599999,30299117.79861780,28395,40243.33024000,16228293.41109740,0
1598259600000,404.76000000,405.73000000,403.40000000,405.21000000,26636.83649000,1598263199999,10774143.60151330,11709,13340.63607000,5396489.68537190,0
1598263200000,405.20000000,406.30000000,403.87000000,405.23000000,29624.16896000,1598266799999,12004997.73130540,11891,13282.33781000,5382793.02847080,0
1598266800000,405.23000000,408.50000000,405.21000000,406.97000000,39595.54104000,1598270399999,16129002.25467910,17365,20499.48830000,8351195.15075960,0
1598270400000,406.93000000,408.53000000,405.30000000,405.39000000,26435.45331000,1598273999999,10761470.00586780,11368,13174.11401000,5363450.18825150,0
1598274000000,405.37000000,407.85000000,405.35000000,405.56000000,19073.61487000,1598277599999,7755635.68407810,9550,10062.52754000,4091625.35986970,0
1598277600000,405.56000000,406.59000000,402.14000000,402.26000000,34427.12743000,1598281199999,13923280.12971290,15822,15764.43354000,6374555.42688540,0
1598281200000,402.23000000,403.79000000,400.80000000,403.10000000,30582.61919000,1598284799999,12304003.33742020,13474,16517.16443000,6644238.90284930,0
1598284800000,403.10000000,405.63000000,401.77000000,404.64000000,25149.42256000,1598288399999,10157621.75329530,11616,12249.81139000,4947902.17674860,0
1598288400000,404.64000000,404.88000000,402.60000000,403.17000000,15175.47960000,1598291999999,6121763.63798240,8599,7225.33674000,2914673.22585910,0
1598292000000,403.18000000,404.11000000,400.27000000,401.64000000,23533.45737000,1598295599999,9448411.71173770,10912,11719.03663000,4705301.91239700,0
1598295600000,401.73000000,403.89000000,398.08000000,403.52000000,41975.65113000,1598299199999,16814269.58847030,15592,23452.59125000,9394997.52177020,0
1598299200000,403.52000000,404.09000000,400.94000000,401.55000000,26742.57404000,1598302799999,10766125.96198800,12742,14252.37622000,5738013.09119560,0
1598302800000,401.54000000,408.08000000,400.96000000,406.74000000,36293.26479000,1598306399999,14729185.89774570,17137,21427.09370000,8697186.23917990,0
1598306400000,406.74000000,408.21000000,405.45000000,406.97000000,30416.28089000,1598309999999,12369531.09926080,13633,16661.03496000,6776370.57687190,0
1598310000000,406.98000000,410.42000000,405.88000000,407.68000000,35116.89759000,1598313599999,14350561.80054620,14406,19892.68532000,8132567.90528700,0
1598313600000,407.68000000,409.06000000,404.77000000,405.39000000,23811.09978000,1598317199999,9683067.78159400,11492,11589.20736000,4713070.19171460,0
1598317200000,405.38000000,406.80000000,404.77000000,405.97000000,15014.27785000,1598320799999,6093198.09220770,7411,7390.86250000,2999021.43002360,0
1598320800000,405.97000000,406.00000000,400.91000000,401.43000000,25228.86395000,1598324399999,10166677.99821790,11949,11589.46843000,4670493.22896620,0
1598324400000,401.44000000,402.66000000,400.34000000,401.43000000,21537.69418000,1598327999999,8649194.45214840,9867,9816.95905000,3942277.62780460,0
1598328000000,401.42000000,402.42000000,399.84000000,401.89000000,21433.86554000,1598331599999,8602430.52152870,8639,10764.36753000,4320724.88544700,0
1598331600000,401.88000000,403.47000000,400.26000000,400.37000000,16863.94021000,1598335199999,6777279.12894400,7110,8944.34057000,3594778.19752590,0
1598335200000,400.37000000,400.66000000,396.00000000,397.34000000,39529.82216000,1598338799999,15745133.36812760,15483,17747.52274000,7069692.43931120,0
1598338800000,397.33000000,397.40000000,392.00000000,395.30000000,44327.01942000,1598342399999,17507580.35310260,19022,21099.79614000,8333897.05016050,0
1598342400000,395.30000000,395.75000000,389.61000000,393.92000000,44372.33371000,1598345999999,17433819.92809190,20432,23139.02131000,9096944.23808150,0
1598346000000,393.92000000,395.94000000,393.11000000,395.36000000,26771.26441000,1598349599999,10568283.57917530,12158,12672.00363000,5001661.17550880,0
1598349600000,395.37000000,398.87000000,394.19000000,397.85000000,29496.67370000,1598353199999,11690431.17745840,13042,15291.10255000,6061231.35568740,0
1598353200000,397.86000000,398.67000000,395.06000000,395.26000000,22509.93708000,1598356799999,8926621.60936730,10662,10436.27099000,4138644.58083810,0
1598356800000,395.27000000,395.27000000,387.65000000,389.25000000,68669.48795000,1598360399999,26782175.50479780,27614,31800.98179000,12405074.88941320,0
1598360400000,389.22000000,392.00000000,387.70000000,389.76000000,40861.31784000,1598363999999,15930500.14642820,18165,19467.25981000,7591473.53293420,0
1598364000000,389.79000000,389.79000000,381.66000000,384.09000000,87247.62215000,1598367599999,33606000.04627290,31307,38032.05493000,14648572.49984770,0
1598367600000,384.09000000,386.19000000,380.40000000,385.56000000,55444.91245000,1598371199999,21262645.67064680,21556,25921.07546000,9944770.77355190,0
1598371200000,385.56000000,386.77000000,371.50000000,375.00000000,80216.29424000,1598374799999,30471969.17119530,31799,34891.01787000,13269239.14759050,0
1598374800000,375.08000000,376.85000000,370.00000000,373.59000000,102507.25772000,1598378399999,38244353.34031520,38425,48330.22566000,18035022.40551840,0
1598378400000,373.61000000,381.75000000,370.01000000,380.07000000,79556.17913000,1598381999999,29926443.24513260,34651,42480.44067000,15980744.22904550,0
1598382000000,380.07000000,382.60000000,377.66000000,379.41000000,39950.62359000,1598385599999,15192947.55866790,16923,19613.74094000,7457997.66005950,0
1598385600000,379.41000000,381.50000000,375.64000000,377.58000000,30090.99816000,1598389199999,11397689.10564360,14147,14986.11125000,5678207.23249640,0
1598389200000,377.51000000,381.02000000,377.51000000,378.61000000,13713.57173000,1598392799999,5208546.25405550,7558,6581.73591000,2499437.82969750,0
1598392800000,378.61000000,384.23000000,378.58000000,382.60000000,23389.65082000,1598396399999,8952455.41184730,12647,11717.70640000,4483815.57695910,0
1598396400000,382.61000000,384.87000000,381.45000000,382.93000000,17900.67618000,1598399999999,6862036.74197610,9577,8773.47661000,3363291.55040520,0
1598400000000,382.91000000,383.04000000,377.45000000,379.20000000,31817.98855000,1598403599999,12100838.76542420,16501,14020.81354000,5331839.50275320,0
1598403600000,379.20000000,384.16000000,379.20000000,382.41000000,21231.45190000,1598407199999,8112549.71946040,10939,11333.94718000,4330456.43481900,0
1598407200000,382.40000000,387.76000000,382.35000000,387.19000000,34568.92872000,1598410799999,13326033.50076380,15044,19019.82714000,7329326.46855630,0
1598410800000,387.16000000,387.95000000,383.85000000,386.29000000,26023.74498000,1598414399999,10036089.21529920,11835,13849.07138000,5340979.47003940,0
1598414400000,386.29000000,387.69000000,384.79000000,385.17000000,26630.13431000,1598417999999,10281232.21956510,11500,13051.09701000,5038907.61903650,0
1598418000000,385.17000000,387.47000000,384.85000000,385.13000000,23194.92060000,1598421599999,8953686.91171960,10555,10358.52963000,3998719.58210810,0
1598421600000,385.14000000,385.44000000,380.10000000,380.78000000,32984.17143000,1598425199999,12604470.06483120,21665,16071.44193000,6140586.61782890,0
1598425200000,380.75000000,383.16000000,379.30000000,381.39000000,27329.73487000,1598428799999,10423689.40437860,15402,13702.54477000,5227503.00857100,0
1598428800000,381.39000000,384.04000000,380.15000000,382.00000000,26606.80024000,1598432399999,10160761.00231030,14914,12154.81881000,4642041.25409010,0
1598432400000,382.00000000,383.60000000,380.93000000,381.42000000,22237.71688000,1598435999999,8502869.79171450,11854,11319.97074000,4328131.72121280,0
1598436000000,381.47000000,385.78000000,381.46000000,382.50000000,34304.50825000,1598439599999,13157412.76868530,16884,16921.28790000,6491496.08933450,0
1598439600000,382.50000000,385.50000000,381.94000000,382.43000000,23984.59089000,1598443199999,9199206.71048210,13503,13536.25904000,5191614.51319740,0
1598443200000,382.43000000,384.95000000,377.56000000,379.69000000,42857.27017000,1598446799999,16316051.42556540,20645,19853.03535000,7559050.75756690,0
1598446800000,379.70000000,385.10000000,377.37000000,384.24000000,46973.36395000,1598450399999,17877523.46132160,21382,25306.28260000,9632676.36201720,0
1598450400000,384.25000000,389.26000000,384.18000000,386.24000000,73455.00085000,1598453999999,28462494.17756200,26307,39309.18160000,15234625.17033100,0
1598454000000,386.24000000,390.00000000,386.23000000,389.86000000,43881.74013000,1598457599999,17051915.33412030,14930,26912.42899000,10460174.03604140,0
1598457600000,389.86000000,392.91000000,388.27000000,388.64000000,55772.77197000,1598461199999,21772505.79091000,23178,28546.14434000,11145481.86650140,0
1598461200000,388.67000000,389.82000000,387.55000000,388.12000000,23187.17019000,1598464799999,9010890.78775430,12308,11332.90730000,4404296.97243640,0
1598464800000,388.08000000,389.83000000,387.15000000,387.38000000,19377.63528000,1598468399999,7525032.63761680,9385,9253.11924000,3593589.77544150,0
1598468400000,387.39000000,388.51000000,386.18000000,387.02000000,18489.47387000,1598471999999,7161543.03500410,9394,7767.62086000,3008908.67885690,0
1598472000000,387.00000000,389.45000000,386.72000000,389.35000000,17835.57640000,1598475599999,6916711.44874130,9751,8655.90287000,3356861.18027140,0
1598475600000,389.35000000,390.77000000,387.53000000,387.81000000,25038.96999000,1598479199999,9741997.04047910,12436,10995.11560000,4278869.28175530,0
1598479200000,387.80000000,388.35000000,385.22000000,385.89000000,19936.29257000,1598482799999,7707361.73628930,11226,8956.52485000,3462311.02316370,0
1598482800000,385.90000000,387.26000000,385.30000000,385.81000000,20970.82241000,1598486399999,8101546.14362070,9603,10056.44035000,3884884.01724920,0
1598486400000,385.81000000,389.13000000,385.35000000,388.13000000,25838.95782000,1598489999999,10013516.92127380,12498,12151.24297000,4709095.23084280,0
1598490000000,388.13000000,388.40000000,385.15000000,385.57000000,23560.95884000,1598493599999,9114399.61734990,10748,10486.04531000,4055753.03887600,0
1598493600000,385.57000000,385.78000000,382.80000000,383.46000000,28233.55662000,1598497199999,10852798.77581060,14039,13994.05520000,5378250.78023150,0
1598497200000,383.45000000,385.20000000,383.35000000,384.10000000,22041.36271000,1598500799999,8473204.44236660,10564,10220.70417000,3929314.95391840,0
1598500800000,384.10000000,385.65000000,383.05000000,383.06000000,17528.32306000,1598504399999,6741108.27114700,9490,7910.78224000,3042757.92739330,0
1598504400000,383.06000000,384.05000000,380.55000000,381.59000000,26733.51222000,1598507999999,10209395.30047330,11867,13420.61678000,5125436.98584440,0
1598508000000,381.59000000,386.05000000,381.22000000,385.00000000,25550.61513000,1598511599999,9806027.68036450,11269,14027.23862000,5384053.38340920,0
1598511600000,385.00000000,386.69000000,384.35000000,385.89000000,17722.88347000,1598515199999,6831938.79694980,8660,8986.37164000,3464258.02184480,0
1598515200000,385.88000000,385.88000000,383.01000000,383.44000000,23130.20762000,1598518799999,8880717.57808120,9362,11278.74396000,4331086.21918540,0
1598518800000,383.45000000,387.79000000,382.61000000,386.88000000,33845.68614000,1598522399999,13048702.60479840,13739,17090.53729000,6585812.64488830,0
1598522400000,386.86000000,388.10000000,383.16000000,384.05000000,32500.81303000,1598525999999,12519585.95703620,13675,15943.63792000,6141849.00476680,0
1598526000000,384.03000000,385.41000000,382.00000000,382.00000000,26029.89086000,1598529599999,9981610.44381440,12684,11259.90605000,4318206.61593550,0
1598529600000,382.01000000,386.60000000,380.95000000,385.55000000,36873.94627000,1598533199999,14121509.24395730,19655,18039.53166000,6911302.45735050,0
1598533200000,385.56000000,397.10000000,384.55000000,388.50000000,134030.55995000,1598536799999,52444189.87121180,52781,69990.78581000,27373711.43985910,0
1598536800000,388.46000000,389.70000000,381.50000000,383.23000000,73132.28335000,1598540399999,28086689.49079630,32113,36647.93435000,14073925.90080160,0
1598540400000,383.20000000,385.11000000,382.60000000,383.79000000,26320.60925000,1598543999999,10103745.44737810,12183,14216.26341000,5457824.93898480,0
1598544000000,383.75000000,386.70000000,377.60000000,378.08000000,52797.94658000,1598547599999,20187232.36987100,22875,24781.00914000,9481654.83768710,0
1598547600000,378.05000000,378.61000000,371.48000000,376.87000000,106092.79039000,1598551199999,39825234.32237380,43989,53500.61767000,20091351.31507190,0
1598551200000,376.90000000,381.82000000,375.84000000,380.40000000,45823.01320000,1598554799999,17350492.01603090,19975,25375.54207000,9609143.48191410,0
1598554800000,380.42000000,380.42000000,377.34000000,377.81000000,19735.36610000,1598558399999,7480583.38539300,9765,9308.75570000,3528508.85716160,0
1598558400000,377.81000000,381.81000000,376.66000000,379.46000000,20244.42885000,1598561999999,7690090.20857500,11034,10800.29618000,4102088.62742520,0
1598562000000,379.45000000,382.60000000,378.71000000,382.59000000,16311.87566000,1598565599999,6213331.44659130,8374,8638.46132000,3290218.77573810,0
1598565600000,382.59000000,383.31000000,378.90000000,379.15000000,16341.11447000,1598569199999,6223463.66127520,9111,8519.41997000,3245268.92815770,0
1598569200000,379.15000000,383.65000000,379.15000000,383.27000000,27343.03499000,1598572799999,10448184.44130510,11666,15379.25051000,5875838.53008690,0
1598572800000,383.31000000,383.95000000,379.75000000,383.85000000,32275.50768000,1598576399999,12319196.13816650,15398,15701.51515000,5993780.81057200,0
1598576400000,383.85000000,387.00000000,383.36000000,386.64000000,28503.05210000,1598579999999,10970889.27935160,13310,17312.80904000,6664037.87416540,0
1598580000000,386.65000000,387.50000000,384.97000000,386.16000000,24695.35142000,1598583599999,9542726.14528760,11443,11408.15494000,4408047.26159510,0
1598583600000,386.16000000,388.65000000,385.62000000,387.39000000,28225.24074000,1598587199999,10921784.60814200,12958,14627.89156000,5660923.18957330,0
1598587200000,387.39000000,388.41000000,386.20000000,388.05000000,22999.29886000,1598590799999,8907294.11274860,9132,10003.36383000,3874441.84463230,0
1598590800000,388.15000000,389.00000000,386.35000000,388.21000000,20994.21154000,1598594399999,8133899.91135470,9163,9932.36991000,3848031.25987480,0
1598594400000,388.21000000,391.75000000,387.13000000,390.97000000,37037.62692000,1598597999999,14432857.98908980,14396,19329.50325000,7530170.53554130,0
1598598000000,390.90000000,391.55000000,386.54000000,387.28000000,30373.60462000,1598601599999,11793059.85839470,12478,14430.31319000,5602619.31966920,0
1598601600000,387.30000000,388.95000000,386.25000000,387.49000000,26795.98022000,1598605199999,10384433.89507720,11314,13513.22725000,5236968.19566990,0
1598605200000,387.49000000,392.29000000,387.47000000,391.80000000,45281.26822000,1598608799999,17672252.77028050,17783,25001.51107000,9754691.90767000,0
1598608800000,391.79000000,392.17000000,389.44000000,391.42000000,31560.82508000,1598612399999,12325990.66281420,14027,18618.05972000,7271382.83417050,0
1598612400000,391.41000000,394.14000000,390.05000000,393.68000000,34291.55202000,1598615999999,13455297.23961980,14813,20049.07715000,7867291.90738850,0
1598616000000,393.68000000,393.97000000,390.03000000,391.20000000,36344.27006000,1598619599999,14257648.35747160,14886,16024.68073000,6286086.67796030,0
1598619600000,391.20000000,392.18000000,390.25000000,392.18000000,19440.38073000,1598623199999,7606349.89025720,9116,10401.25020000,4069985.93466320,0
1598623200000,392.18000000,393.31000000,389.68000000,391.40000000,27786.14340000,1598626799999,10877701.32154030,12893,14296.95888000,5598508.53337130,0
1598626800000,391.41000000,397.00000000,391.41000000,396.23000000,65764.28258000,1598630399999,25983812.41611280,23522,34269.08737000,13537162.75483360,0
1598630400000,396.23000000,398.00000000,394.83000000,395.40000000,44619.40677000,1598633999999,17670781.56719540,17576,23665.84724000,9373276.27996680,0
1598634000000,395.44000000,396.54000000,392.70000000,393.59000000,35321.01082000,1598637599999,13948156.22233970,15067,17345.67993000,6849599.89079510,0
